-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
RXYLENE                     105.1600       30.6281       43.4417       18.6036       83.3493       72.0419       82.4494      -63.1085      145.5579
INDENE                      116.1630       29.6713       39.2213       15.3082       80.2454       74.1651       79.1599      -64.5194      143.6793
INDENYL                     115.1550       29.4434       67.0656       43.3275       79.6578       70.6880      105.7674      -35.6417      141.4092
C10H7                       127.1660       31.5803       94.6850       69.6122       84.1367       74.6232      135.4762      -13.7665      149.2427
C10H7OH                     144.1730       37.8591       -6.1057      -32.8038       89.5909       84.4968       40.2468     -123.5709      163.8177
C10H7O                      143.1650       35.0844       27.5917        1.0324       89.1253       80.6111       72.0013      -88.1554      160.1567
C10H6CH3                    141.1930       36.5193       87.7850       61.3440       88.7281       86.5713      134.9563      -29.0167      163.9730
C10H7CH2                    141.1930       37.7609       65.1873       38.2184       90.4995       88.3773      113.5999      -54.2269      167.8268
C10H7CHO                    156.1840       38.7903        7.2934      -20.0392       91.7202       91.1307       57.1187     -114.0904      171.2091
C10H7CH3                    142.2010       37.7205       27.7413        0.5889       91.1155       92.4997       77.5882      -92.7717      170.3599
CH3C10H6OH                  158.2000       43.4259      -13.8965      -43.8867      100.6381       95.7456       38.4866     -146.0832      184.5699
CH3C10H6O                   157.1920       42.1156       20.5037       -9.8741      101.9388       93.0214       71.3208     -112.0113      183.3321
C12H8                       152.1960       35.5336       62.0577       37.9439       80.9188       88.3502      109.8540      -47.0328      156.8868
C12H7                       151.1880       35.0927      125.5308      101.4495       80.8097       84.8281      171.7876       17.2837      154.5039
BIPHENYL                    154.2120       39.6929       43.5196       15.8266       92.9295       96.0013       95.5417      -80.2085      175.7503
C12H9                       153.2040       38.9459      102.2135       73.3688       96.7940       92.1658      152.4070      -24.4304      176.8373
FLUORENE                    166.2230       39.8046       41.8155       14.6753       91.0745       98.1968       94.9357      -80.6074      175.5431
C6H5CH2C6H5                 168.2390       41.3927       39.3538        8.6821      102.9249      106.2986       96.0412      -96.6714      192.7126
C14H10                      178.2340       44.6146       48.3150       20.0985       94.6862      107.3793      106.7834      -81.0730      187.8564
C14H9                       177.2260       43.8924      107.7255       78.6652       97.5178      103.7404      164.6496      -23.7687      188.4183
C16H10                      202.2560       48.3670       53.8827       24.8689       97.3617      117.7749      117.9817      -81.4427      199.4244
C16H9                       201.2480       47.8358      110.3997       80.5659      100.1132      113.6740      172.6780      -26.8280      199.5060
C6H5C2H4C6H5                182.2660       48.9737       34.2017       -0.2076      115.4673      120.0728       98.8761     -119.4954      218.3715
C18H10                      226.2780       48.3318       55.0147       26.3816       96.0843      117.3603      119.0754      -79.0720      198.1474
C18H9                       225.2700       51.6764      113.0683       82.5282      102.4836      123.6072      180.6979      -29.6725      210.3704
BIN1B                       250.3000       57.3262       33.5499        3.9287       99.4000      137.5509      108.6278     -110.4040      219.0318
BIN1A                       256.3480       69.5962       32.7209        0.2687      108.9000      160.2237      120.7445     -128.8954      249.6399
C18H14                      230.3100       56.4316       75.9521       42.2868      112.9708      143.0419      153.2950      -82.1929      235.4879
FC10H10                     130.1900       37.3853       62.0403       35.2990       89.7360       86.5956      109.3612      -55.9435      165.3048
FC10H10O                    146.1890       36.0687       70.5150       43.6957       89.9977       86.8559      117.5642      -47.3036      164.8678
C9H9                        117.1710       30.7521       48.5886       23.3520       84.6866       77.4153       90.1799      -60.5431      150.7230
C10H7CH2OOH                 174.1990       44.9698        9.5564      -24.2582      113.4720      101.9082       65.9101     -137.8771      203.7872
C10H7CH2O                   157.1920       37.7311       42.8757       12.8114      100.8871       91.3229       92.5150      -87.5066      180.0216
C10H7CH2O2                  173.1910       43.2676       44.1068       11.6794      108.8167       97.5045       98.2799      -97.4351      195.7150
C10H6OH                     143.1650       35.0844       27.5917        1.0324       89.1253       80.6111       72.0013      -88.1554      160.1567
C10H7C2H5                   156.2280       43.4585       23.1510       -5.7792       97.0811      105.6397       80.2202     -107.6357      187.8559
C10H7C2H4                   155.2200       44.2532       69.9858       40.1978       99.9596      100.3526      125.2481      -63.1919      188.4400
C10H7CHCH3                  155.2200       44.0159       52.6877       22.3052      101.9547      100.2595      107.8177      -82.3649      190.1826
C10H6O2                     158.1560       35.0844       27.5917        1.0324       89.1253       80.6111       72.0013      -88.1554      160.1567
OC10H6CH2                   156.1840       37.7311       42.8757       12.8114      100.8871       91.3229       92.5150      -87.5066      180.0216
HOC10H6CH2                  157.1920       37.7311       42.8757       12.8114      100.8871       91.3229       92.5150      -87.5066      180.0216
O2C10H6CH3                  173.1910       43.2676       44.1068       11.6794      108.8167       97.5045       98.2799      -97.4351      195.7150
C10H7O2                     159.1640       35.0844       27.5917        1.0324       89.1253       80.6111       72.0013      -88.1554      160.1567
C9H7O                       131.1540       31.4989       17.0490       -8.0288       84.1535       71.6178       56.6823      -90.9472      147.6295
C9H7OH                      132.1620       31.4989       17.0490       -8.0288       84.1535       71.6178       56.6823      -90.9472      147.6295
C9H6O                       130.1460       31.4989       17.0490       -8.0288       84.1535       71.6178       56.6823      -90.9472      147.6295
C9H6OH                      131.1540       31.4989       17.0490       -8.0288       84.1535       71.6178       56.6823      -90.9472      147.6295
RMCYC6                       97.1810       28.5576        9.5957      -16.7015       88.2456       83.3487       52.2945     -102.8675      155.1620
MCYC6                        98.1890       30.2887      -36.7545      -61.3171       82.4248       87.7587        8.3035     -144.7768      153.0803
TMBENZ                      120.1950       36.0149       -4.1754      -32.8376       96.1819       85.9497       41.5048     -127.3379      168.8426
NPBENZ                      120.1950       36.1361        2.0146      -26.4599       95.5518       87.1325       48.8539     -121.2466      170.1005
RC9H11                      119.1870       36.6949       32.7245        4.4140       95.0015       83.8551       77.9876      -89.3041      167.2918
